"OrderNumber"|"OrderPlaced"|"OrderReady"|"ItemsOrdered"|"Delivery"|"DeliveryZipCode"|"DeliveryDistance"|"OrderDelivery"|"TotalPrice(NoTaxes)"
43|2016-01-02 10:33:04|2016-01-02 10:48:04|"Small"|TRUE|70804|4.29728468474384|2016-01-02 11:09:33|7.99
44|2016-01-02 11:43:48|2016-01-02 11:58:46|"Small,Medium"|TRUE|70805|4.75437913444748|2016-01-02 12:22:32|19.58
45|2016-01-02 12:09:34|2016-01-02 12:24:34|"Small,Medium"|FALSE|70805|0|2016-01-02 12:27:33|19.58
46|2016-01-02 14:43:22|2016-01-02 14:58:22|"Medium,Large"|TRUE|70806|1.89102835809669|2016-01-02 15:07:49|25.94
47|2016-01-02 11:23:54|2016-01-02 11:38:55|"Small,Large"|FALSE|70804|0|2016-01-02 11:41:54|23.34
48|2016-01-02 12:06:46|2016-01-02 12:21:44|"Medium"|TRUE|70804|0.614779345724374|2016-01-02 12:24:48|11.59
49|2016-01-02 12:49:16|2016-01-02 13:04:17|"Small"|TRUE|70803|3.05862387942315|2016-01-02 13:19:34|7.99
50|2016-01-02 13:09:57|2016-01-02 13:24:56|"Small"|TRUE|70805|2.8077442892212|2016-01-02 13:38:58|7.99
51|2016-01-02 11:52:07|2016-01-02 12:07:07|"Large"|FALSE|70805|0|2016-01-02 12:10:06|15.35
52|2016-01-02 12:16:21|2016-01-02 12:31:22|"Medium"|TRUE|70804|1.45459041870724|2016-01-02 12:38:38|11.59
53|2016-01-02 11:46:12|2016-01-02 12:01:12|"Small,Medium"|TRUE|70808|2.68018029061941|2016-01-02 12:14:36|19.58
54|2016-01-02 11:01:12|2016-01-02 11:16:14|"Medium"|TRUE|70804|3.12898464380253|2016-01-02 11:31:52|11.59
55|2016-01-02 13:24:19|2016-01-02 13:39:18|"Large"|FALSE|70805|0|2016-01-02 13:42:18|15.35
56|2016-01-02 10:37:46|2016-01-02 10:52:45|"Small,Medium"|FALSE|70806|0|2016-01-02 10:55:43|19.58
57|2016-01-02 13:10:32|2016-01-02 13:25:32|"Medium"|TRUE|70805|1.80693005332243|2016-01-02 13:34:34|11.59
58|2016-01-02 11:41:30|2016-01-02 11:56:29|"Small,Medium"|TRUE|70803|1.932270502152|2016-01-02 12:06:08|19.58
59|2016-01-02 12:50:53|2016-01-02 13:05:53|"Small,Medium"|FALSE|70803|0|2016-01-02 13:08:55|19.58
60|2016-01-02 13:31:42|2016-01-02 13:46:43|"Large"|TRUE|70804|1.59092431449722|2016-01-02 13:54:40|15.35
61|2016-01-02 10:09:10|2016-01-02 10:24:10|"Large"|FALSE|70804|0|2016-01-02 10:27:10|15.35
62|2016-01-02 12:11:32|2016-01-02 12:26:32|"Small,Large"|FALSE|70804|0|2016-01-02 12:29:31|23.34
63|2016-01-02 11:14:17|2016-01-02 11:29:16|"Small"|TRUE|70805|2.56392357869706|2016-01-02 11:42:05|7.99
64|2016-01-02 12:22:52|2016-01-02 12:37:51|"Medium"|TRUE|70804|1.89329780919062|2016-01-02 12:47:18|11.59
65|2016-01-02 13:47:04|2016-01-02 14:02:04|"Small,Medium"|TRUE|70803|1.6938759707405|2016-01-02 14:10:32|19.58
66|2016-01-02 11:08:16|2016-01-02 11:23:16|"Large"|FALSE|70805|0|2016-01-02 11:26:15|15.35
67|2016-01-02 10:04:45|2016-01-02 10:19:42|"Medium"|FALSE|70806|0|2016-01-02 10:22:41|11.59
68|2016-01-02 11:27:48|2016-01-02 11:42:47|"Small,Medium"|TRUE|70805|3.55138018701732|2016-01-02 12:00:32|19.58
69|2016-01-02 11:17:47|2016-01-02 11:32:48|"Medium"|FALSE|70804|0|2016-01-02 11:35:47|11.59
70|2016-01-02 13:39:24|2016-01-02 13:54:21|"Large"|FALSE|70804|0|2016-01-02 13:57:20|15.35
71|2016-01-02 12:49:31|2016-01-02 13:04:32|"Large"|FALSE|70806|0|2016-01-02 13:07:31|15.35
72|2016-01-02 12:32:18|2016-01-02 12:47:19|"Medium"|TRUE|70803|1.82635184648507|2016-01-02 12:56:26|11.59
73|2016-01-02 10:39:40|2016-01-02 10:54:39|"Medium"|FALSE|70807|0|2016-01-02 10:57:37|11.59
74|2016-01-02 11:06:42|2016-01-02 11:21:41|"Small,Medium"|FALSE|70803|0|2016-01-02 11:24:40|19.58
75|2016-01-02 11:43:09|2016-01-02 11:58:09|"Small,Medium,Large"|TRUE|70806|2.03137968980878|2016-01-02 12:08:18|33.93
76|2016-01-02 11:44:56|2016-01-02 11:59:56|"Large"|TRUE|70804|3.62823688723217|2016-01-02 12:18:04|15.35
77|2016-01-02 11:43:24|2016-01-02 11:58:24|"Medium"|TRUE|70805|3.69715959611577|2016-01-02 12:16:53|11.59
78|2016-01-02 10:55:49|2016-01-02 11:10:50|"Small"|TRUE|70806|3.87384102705898|2016-01-02 11:30:12|7.99
79|2016-01-02 11:26:48|2016-01-02 11:41:47|"Medium"|FALSE|70806|0|2016-01-02 11:44:47|11.59
80|2016-01-02 11:39:39|2016-01-02 11:54:40|"Medium"|TRUE|70803|4.07937872000304|2016-01-02 12:15:03|11.59
81|2016-01-02 11:43:50|2016-01-02 11:58:50|"Small"|TRUE|70804|2.13653426456077|2016-01-02 12:09:30|7.99
82|2016-01-02 13:54:13|2016-01-02 14:09:11|"Small"|FALSE|70803|0|2016-01-02 14:12:09|7.99
83|2016-01-02 11:47:11|2016-01-02 12:02:12|"Small,Medium"|FALSE|70805|0|2016-01-02 12:05:11|19.58
84|2016-01-02 11:56:26|2016-01-02 12:11:26|"Large"|FALSE|70807|0|2016-01-02 12:14:27|15.35
85|2016-01-02 10:39:09|2016-01-02 10:54:09|"Small,Medium"|FALSE|70804|0|2016-01-02 10:57:08|19.58
86|2016-01-02 13:02:44|2016-01-02 13:17:42|"Small,Medium"|TRUE|70803|3.81996166214774|2016-01-02 13:36:47|19.58
87|2016-01-02 10:19:45|2016-01-02 10:34:45|"Medium"|TRUE|70804|2.34089191997921|2016-01-02 10:46:27|11.59
88|2016-01-02 13:30:39|2016-01-02 13:45:37|"Medium"|TRUE|70806|1.21961820660685|2016-01-02 13:51:42|11.59
89|2016-01-02 12:53:27|2016-01-02 13:08:27|"Large"|TRUE|70804|4.05974157013307|2016-01-02 13:28:44|15.35
90|2016-01-02 11:05:26|2016-01-02 11:20:24|"Medium,Large"|TRUE|70807|2.63190564385276|2016-01-02 11:33:33|25.94
91|2016-01-02 11:31:05|2016-01-02 11:46:05|"Small"|FALSE|70804|0|2016-01-02 11:49:05|7.99
92|2016-01-02 10:57:41|2016-01-02 11:12:41|"Medium"|FALSE|70806|0|2016-01-02 11:15:40|11.59
93|2016-01-02 12:42:52|2016-01-02 12:57:54|"Small,Large"|FALSE|70806|0|2016-01-02 13:00:54|23.34
94|2016-01-02 13:14:08|2016-01-02 13:29:07|"Small,Large"|TRUE|70803|1.68482961715856|2016-01-02 13:37:32|23.34
95|2016-01-02 12:26:05|2016-01-02 12:41:02|"Medium"|FALSE|70803|0|2016-01-02 12:44:02|11.59
96|2016-01-02 10:28:32|2016-01-02 10:43:32|"Large"|FALSE|70805|0|2016-01-02 10:46:32|15.35
97|2016-01-02 11:26:13|2016-01-02 11:41:12|"Large"|TRUE|70807|1.87829142440059|2016-01-02 11:50:35|15.35
98|2016-01-02 10:47:44|2016-01-02 11:02:43|"Small"|TRUE|70804|5.70616265015494|2016-01-02 11:31:14|7.99
99|2016-01-02 11:09:47|2016-01-02 11:24:45|"Small,Medium"|TRUE|70804|3.64348548008401|2016-01-02 11:42:58|19.58
100|2016-01-02 12:26:06|2016-01-02 12:41:05|"Large"|TRUE|70804|4.74864244405666|2016-01-02 13:04:49|15.35
101|2016-01-02 13:25:43|2016-01-02 13:40:44|"Small"|FALSE|70807|0|2016-01-02 13:43:45|7.99
102|2016-01-02 12:32:16|2016-01-02 12:47:14|"Medium,Large"|FALSE|70805|0|2016-01-02 12:50:14|25.94
103|2016-01-02 13:50:36|2016-01-02 14:05:35|"Small"|TRUE|70804|5.23082286878941|2016-01-02 14:31:44|7.99
104|2016-01-02 11:17:08|2016-01-02 11:32:09|"Small,Medium,Large"|TRUE|70804|5.167020632892|2016-01-02 11:57:59|33.93
105|2016-01-02 11:11:35|2016-01-02 11:26:33|"Small,Medium"|FALSE|70806|0|2016-01-02 11:29:32|19.58
106|2016-01-02 11:33:25|2016-01-02 11:48:25|"Small"|TRUE|70805|3.23404979545588|2016-01-02 12:04:35|7.99
107|2016-01-02 11:21:20|2016-01-02 11:36:18|"Large"|TRUE|70804|3.07620670027683|2016-01-02 11:51:40|15.35
108|2016-01-02 13:34:12|2016-01-02 13:49:11|"Medium"|TRUE|70804|2.91207648524062|2016-01-02 14:03:44|11.59
109|2016-01-02 11:26:06|2016-01-02 11:41:06|"Medium"|TRUE|70805|2.70511377242434|2016-01-02 11:54:37|11.59
110|2016-01-02 11:29:15|2016-01-02 11:44:14|"Small,Medium"|FALSE|70805|0|2016-01-02 11:47:13|19.58
111|2016-01-02 10:26:54|2016-01-02 10:41:54|"Small,Medium"|TRUE|70805|3.95446308973501|2016-01-02 11:01:40|19.58
112|2016-01-02 13:30:45|2016-01-02 13:45:44|"Medium"|TRUE|70805|3.33825381965689|2016-01-02 14:02:25|11.59
113|2016-01-02 12:04:04|2016-01-02 12:19:05|"Small,Medium"|TRUE|70806|3.6531666075204|2016-01-02 12:37:20|19.58
114|2016-01-02 11:52:28|2016-01-02 12:07:29|"Medium"|TRUE|70806|4.05597216582468|2016-01-02 12:27:45|11.59
115|2016-01-02 12:52:39|2016-01-02 13:07:39|"Small,Medium"|FALSE|70807|0|2016-01-02 13:10:38|19.58
116|2016-01-02 11:47:25|2016-01-02 12:02:26|"Small"|TRUE|70806|3.32003265563506|2016-01-02 12:19:02|7.99
117|2016-01-02 10:46:28|2016-01-02 11:01:29|"Medium"|FALSE|70805|0|2016-01-02 11:04:29|11.59
118|2016-01-02 13:13:52|2016-01-02 13:28:50|"Medium"|FALSE|70806|0|2016-01-02 13:31:49|11.59
119|2016-01-02 12:43:48|2016-01-02 12:58:47|"Large"|TRUE|70805|5.12661475588874|2016-01-02 13:24:24|15.35
120|2016-01-02 12:18:36|2016-01-02 12:33:36|"Small,Medium"|FALSE|70806|0|2016-01-02 12:36:35|19.58
121|2016-01-02 11:23:17|2016-01-02 11:38:17|"Medium"|FALSE|70805|0|2016-01-02 11:41:16|11.59
122|2016-01-02 12:38:31|2016-01-02 12:53:30|"Small"|FALSE|70805|0|2016-01-02 12:56:32|7.99
123|2016-01-02 12:14:11|2016-01-02 12:29:10|"Medium"|TRUE|70804|2.45418980005657|2016-01-02 12:41:26|11.59
124|2016-01-02 11:22:37|2016-01-02 11:37:36|"Large"|FALSE|70804|0|2016-01-02 11:40:34|15.35
125|2016-01-02 13:22:33|2016-01-02 13:37:32|"Small"|TRUE|70803|2.46701209443311|2016-01-02 13:49:52|7.99
126|2016-01-02 12:21:13|2016-01-02 12:36:13|"Large"|TRUE|70805|3.11659097367899|2016-01-02 12:51:47|15.35
127|2016-01-02 10:20:42|2016-01-02 10:35:42|"Small,Medium"|TRUE|70806|2.46738781494861|2016-01-02 10:48:02|19.58
128|2016-01-02 12:59:50|2016-01-02 13:14:50|"Large"|FALSE|70803|0|2016-01-02 13:17:49|15.35
129|2016-01-02 11:20:42|2016-01-02 11:35:44|"Small,Large"|FALSE|70807|0|2016-01-02 11:38:43|23.34
130|2016-01-02 10:01:00|2016-01-02 10:15:59|"Small"|FALSE|70806|0|2016-01-02 10:18:57|7.99
131|2016-01-02 12:43:14|2016-01-02 12:58:13|"Large"|TRUE|70805|3.02430018869119|2016-01-02 13:13:20|15.35
132|2016-01-02 11:29:55|2016-01-02 11:44:53|"Large"|FALSE|70805|0|2016-01-02 11:47:51|15.35
133|2016-01-02 11:12:50|2016-01-02 11:27:51|"Medium"|TRUE|70807|4.84635142117046|2016-01-02 11:52:04|11.59
134|2016-01-02 13:21:07|2016-01-02 13:36:07|"Large"|TRUE|70805|2.54301230067477|2016-01-02 13:48:49|15.35
135|2016-01-02 12:42:38|2016-01-02 12:57:37|"Small"|FALSE|70807|0|2016-01-02 13:00:37|7.99
136|2016-01-02 13:25:18|2016-01-02 13:40:18|"Medium"|FALSE|70805|0|2016-01-02 13:43:18|11.59
137|2016-01-02 11:01:41|2016-01-02 11:16:40|"Medium"|TRUE|70805|3.18808219955564|2016-01-02 11:32:36|11.59
138|2016-01-02 11:16:26|2016-01-02 11:31:28|"Medium"|TRUE|70803|3.0624003815122|2016-01-02 11:46:46|11.59
139|2016-01-03 12:43:09|2016-01-03 12:58:08|"Medium"|FALSE|70804|0|2016-01-03 13:01:07|11.59
140|2016-01-03 11:03:09|2016-01-03 11:18:09|"Medium"|FALSE|70803|0|2016-01-03 11:21:08|11.59
141|2016-01-03 11:25:18|2016-01-03 11:40:18|"Medium,Large"|TRUE|70805|4.72244324848571|2016-01-03 12:03:54|25.94
142|2016-01-03 11:04:27|2016-01-03 11:19:26|"Small,Large"|FALSE|70804|0|2016-01-03 11:22:26|23.34
143|2016-01-03 10:38:02|2016-01-03 10:53:02|"Medium"|FALSE|70804|0|2016-01-03 10:56:02|11.59
144|2016-01-03 10:26:30|2016-01-03 10:41:30|"Small"|FALSE|70804|0|2016-01-03 10:44:28|7.99
145|2016-01-03 11:27:30|2016-01-03 11:42:28|"Small,Medium"|FALSE|70806|0|2016-01-03 11:45:27|19.58
146|2016-01-03 13:45:47|2016-01-03 14:00:46|"Small,Large"|FALSE|70804|0|2016-01-03 14:03:44|23.34
147|2016-01-03 10:22:21|2016-01-03 10:37:19|"Medium"|FALSE|70805|0|2016-01-03 10:40:20|11.59
148|2016-01-03 13:30:02|2016-01-03 13:45:01|"Small,Medium"|FALSE|70808|0|2016-01-03 13:47:59|19.58
149|2016-01-03 10:34:43|2016-01-03 10:49:41|"Large"|FALSE|70804|0|2016-01-03 10:52:38|15.35
150|2016-01-03 11:28:33|2016-01-03 11:43:32|"Medium"|TRUE|70806|4.1381306329255|2016-01-03 12:04:13|11.59
151|2016-01-03 12:31:28|2016-01-03 12:46:29|"Small,Medium"|FALSE|70804|0|2016-01-03 12:49:29|19.58
152|2016-01-03 10:23:09|2016-01-03 10:38:08|"Small,Medium"|FALSE|70803|0|2016-01-03 10:41:07|19.58
153|2016-01-03 11:32:38|2016-01-03 11:47:39|"Large"|FALSE|70804|0|2016-01-03 11:50:38|15.35
154|2016-01-03 13:43:04|2016-01-03 13:58:03|"Large"|TRUE|70803|2.52670242236674|2016-01-03 14:10:41|15.35
155|2016-01-03 12:12:20|2016-01-03 12:27:21|"Small"|FALSE|70805|0|2016-01-03 12:30:20|7.99
156|2016-01-03 12:29:31|2016-01-03 12:44:31|"Small,Medium"|TRUE|70805|3.56290351638135|2016-01-03 13:02:19|19.58
157|2016-01-03 12:38:43|2016-01-03 12:53:41|"Large"|FALSE|70806|0|2016-01-03 12:56:40|15.35
158|2016-01-03 11:05:54|2016-01-03 11:20:55|"Small,Medium,Large"|FALSE|70806|0|2016-01-03 11:23:53|33.93
159|2016-01-03 13:29:49|2016-01-03 13:44:49|"Medium"|TRUE|70805|3.03012096446726|2016-01-03 13:59:58|11.59
160|2016-01-03 11:26:48|2016-01-03 11:41:47|"Small"|FALSE|70804|0|2016-01-03 11:44:48|7.99
161|2016-01-03 12:29:19|2016-01-03 12:44:18|"Small"|FALSE|70804|0|2016-01-03 12:47:16|7.99
162|2016-01-03 10:45:31|2016-01-03 11:00:29|"Small,Large"|TRUE|70804|4.91526875355658|2016-01-03 11:25:03|23.34
163|2016-01-03 10:16:04|2016-01-03 10:31:04|"Small"|FALSE|70807|0|2016-01-03 10:34:03|7.99
164|2016-01-03 12:20:55|2016-01-03 12:35:54|"Large"|FALSE|70803|0|2016-01-03 12:38:55|15.35
165|2016-01-03 11:04:17|2016-01-03 11:19:17|"Small,Large"|FALSE|70804|0|2016-01-03 11:22:17|23.34
166|2016-01-03 10:51:59|2016-01-03 11:07:00|"Large"|TRUE|70804|3.37770071148458|2016-01-03 11:23:53|15.35
167|2016-01-03 13:39:37|2016-01-03 13:54:38|"Large"|TRUE|70805|2.64148042369784|2016-01-03 14:07:50|15.35
168|2016-01-03 11:42:31|2016-01-03 11:57:29|"Small,Large"|TRUE|70806|4.28404841627665|2016-01-03 12:18:54|23.34
169|2016-01-03 12:32:30|2016-01-03 12:47:30|"Medium"|TRUE|70804|3.07567829599672|2016-01-03 13:02:52|11.59
170|2016-01-03 12:18:21|2016-01-03 12:33:20|"Small,Large"|TRUE|70805|2.47519138751526|2016-01-03 12:45:42|23.34
171|2016-01-03 12:41:55|2016-01-03 12:56:54|"Small"|FALSE|70805|0|2016-01-03 12:59:53|7.99
172|2016-01-03 11:53:20|2016-01-03 12:08:20|"Medium"|FALSE|70804|0|2016-01-03 12:11:20|11.59
173|2016-01-03 12:12:19|2016-01-03 12:27:19|"Small"|TRUE|70807|0.946504315655535|2016-01-03 12:32:02|7.99
174|2016-01-03 11:12:03|2016-01-03 11:27:03|"Large"|FALSE|70806|0|2016-01-03 11:30:01|15.35
175|2016-01-03 12:08:31|2016-01-03 12:23:31|"Medium,Large"|TRUE|70804|4.60222492020567|2016-01-03 12:46:31|25.94
176|2016-01-03 11:30:56|2016-01-03 11:45:56|"Small,Large"|TRUE|70806|2.48005493723193|2016-01-03 11:58:20|23.34
177|2016-01-03 12:45:13|2016-01-03 13:00:12|"Small,Medium"|FALSE|70804|0|2016-01-03 13:03:11|19.58
178|2016-01-03 11:47:21|2016-01-03 12:02:20|"Large"|FALSE|70805|0|2016-01-03 12:05:19|15.35
179|2016-01-03 12:16:26|2016-01-03 12:31:26|"Small,Large"|FALSE|70806|0|2016-01-03 12:34:27|23.34
180|2016-01-03 11:33:27|2016-01-03 11:48:25|"Medium,Large"|FALSE|70806|0|2016-01-03 11:51:24|25.94
181|2016-01-03 12:51:17|2016-01-03 13:06:17|"Small"|TRUE|70804|2.26917779371676|2016-01-03 13:17:37|7.99
182|2016-01-03 12:29:47|2016-01-03 12:44:47|"Medium"|FALSE|70807|0|2016-01-03 12:47:47|11.59
183|2016-01-03 13:34:21|2016-01-03 13:49:22|"Small,Large"|FALSE|70806|0|2016-01-03 13:52:22|23.34
184|2016-01-03 14:31:45|2016-01-03 14:46:45|"Large"|TRUE|70805|4.40484293691887|2016-01-03 15:08:46|15.35
185|2016-01-03 10:35:34|2016-01-03 10:50:34|"Small"|FALSE|70804|0|2016-01-03 10:53:33|7.99
186|2016-01-03 11:34:51|2016-01-03 11:49:50|"Large"|TRUE|70804|2.73630778351779|2016-01-03 12:03:30|15.35
187|2016-01-03 11:24:14|2016-01-03 11:39:15|"Small,Large"|FALSE|70805|0|2016-01-03 11:42:13|23.34
188|2016-01-03 12:22:29|2016-01-03 12:37:29|"Large"|FALSE|70804|0|2016-01-03 12:40:28|15.35
189|2016-01-03 11:28:03|2016-01-03 11:43:04|"Small"|FALSE|70803|0|2016-01-03 11:46:02|7.99
190|2016-01-03 11:27:52|2016-01-03 11:42:52|"Small"|TRUE|70806|2.8249944956766|2016-01-03 11:56:59|7.99
191|2016-01-03 12:59:37|2016-01-03 13:14:38|"Large"|FALSE|70803|0|2016-01-03 13:17:37|15.35
192|2016-01-03 11:22:07|2016-01-03 11:37:04|"Small,Large"|FALSE|70805|0|2016-01-03 11:40:04|23.34
193|2016-01-03 12:46:33|2016-01-03 13:01:33|"Small,Large"|FALSE|70806|0|2016-01-03 13:04:31|23.34
194|2016-01-03 12:20:42|2016-01-03 12:35:43|"Medium"|TRUE|70803|5.05490483341116|2016-01-03 13:00:59|11.59
195|2016-01-03 12:50:36|2016-01-03 13:05:38|"Small"|FALSE|70803|0|2016-01-03 13:08:37|7.99
196|2016-01-03 10:14:03|2016-01-03 10:29:04|"Medium"|FALSE|70804|0|2016-01-03 10:32:02|11.59
197|2016-01-03 12:31:47|2016-01-03 12:46:46|"Medium"|TRUE|70805|4.02317438972755|2016-01-03 13:06:52|11.59
198|2016-01-03 10:24:53|2016-01-03 10:39:52|"Medium"|FALSE|70806|0|2016-01-03 10:42:50|11.59
199|2016-01-03 13:19:17|2016-01-03 13:34:16|"Small,Medium"|FALSE|70803|0|2016-01-03 13:37:16|19.58
200|2016-01-03 11:43:36|2016-01-03 11:58:36|"Medium"|TRUE|70806|3.709436411855|2016-01-03 12:17:08|11.59
201|2016-01-03 11:45:27|2016-01-03 12:00:26|"Small,Medium"|FALSE|70804|0|2016-01-03 12:03:25|19.58
202|2016-01-03 13:40:30|2016-01-03 13:55:29|"Medium"|TRUE|70805|2.77292440163411|2016-01-03 14:09:20|11.59
203|2016-01-03 12:39:43|2016-01-03 12:54:43|"Small"|FALSE|70807|0|2016-01-03 12:57:41|7.99
204|2016-01-03 13:34:26|2016-01-03 13:49:27|"Medium"|TRUE|70805|3.13375664431449|2016-01-03 14:05:07|11.59
205|2016-01-03 10:02:29|2016-01-03 10:17:28|"Small"|FALSE|70805|0|2016-01-03 10:20:27|7.99
206|2016-01-03 13:43:59|2016-01-03 13:58:59|"Medium,Large"|TRUE|70805|2.53363758009466|2016-01-03 14:11:39|25.94
207|2016-01-03 13:41:41|2016-01-03 13:56:40|"Medium,Large"|TRUE|70804|1.81418812018476|2016-01-03 14:05:44|25.94
208|2016-01-03 11:34:32|2016-01-03 11:49:32|"Medium"|TRUE|70803|2.77979278223172|2016-01-03 12:03:25|11.59
209|2016-01-03 11:32:53|2016-01-03 11:47:53|"Small,Large"|FALSE|70804|0|2016-01-03 11:50:51|23.34
210|2016-01-03 12:44:17|2016-01-03 12:59:17|"Large"|TRUE|70804|3.48765554534236|2016-01-03 13:16:43|15.35
211|2016-01-03 13:16:19|2016-01-03 13:31:19|"Small,Medium"|TRUE|70806|1.83778776296912|2016-01-03 13:40:30|19.58
212|2016-01-03 12:06:33|2016-01-03 12:21:31|"Small"|TRUE|70803|6.35099025342424|2016-01-03 12:53:16|7.99
213|2016-01-03 12:32:33|2016-01-03 12:47:33|"Medium,Large"|TRUE|70804|2.64376397525382|2016-01-03 13:00:46|25.94
